source_model,target_model,sample_id,source_layer,target_layer,source_layer_name,target_layer_name,cka,transferable,n_samples
Rice2020Overfitting,Engstrom2019Robustness,-1,1,3,conv1,layer2.3.conv1,0.8566400408744812,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,1,4,conv1,layer3.2.conv2,0.8013663291931152,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,1,5,conv1,layer3.5.conv3,0.8155184984207153,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,1,6,conv1,linear,0.7547864317893982,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,2,1,block1.layer.2.conv2,conv1,0.893173098564148,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,2,2,block1.layer.2.conv2,layer2.0.conv1,0.9922635555267334,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,2,3,block1.layer.2.conv2,layer2.3.conv1,0.9775362014770508,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,2,4,block1.layer.2.conv2,layer3.2.conv2,0.9525758624076843,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,2,5,block1.layer.2.conv2,layer3.5.conv3,0.9442748427391052,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,2,6,block1.layer.2.conv2,linear,0.7811943292617798,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,3,1,block2.layer.0.convShortcut,conv1,0.9358651638031006,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,3,2,block2.layer.0.convShortcut,layer2.0.conv1,0.9720401763916016,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,3,3,block2.layer.0.convShortcut,layer2.3.conv1,0.9669181108474731,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,3,4,block2.layer.0.convShortcut,layer3.2.conv2,0.9376826286315918,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,3,5,block2.layer.0.convShortcut,layer3.5.conv3,0.9233375191688538,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,3,6,block2.layer.0.convShortcut,linear,0.7702592015266418,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,4,1,block2.layer.3.conv2,conv1,0.7708569169044495,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,4,2,block2.layer.3.conv2,layer2.0.conv1,0.9689088463783264,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,4,3,block2.layer.3.conv2,layer2.3.conv1,0.9690637588500977,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,4,4,block2.layer.3.conv2,layer3.2.conv2,0.9760627150535583,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,4,5,block2.layer.3.conv2,layer3.5.conv3,0.9641338586807251,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,4,6,block2.layer.3.conv2,linear,0.7321233749389648,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,5,1,block3.layer.1.conv2,conv1,0.8084427118301392,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,5,2,block3.layer.1.conv2,layer2.0.conv1,0.9676142930984497,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,5,3,block3.layer.1.conv2,layer2.3.conv1,0.9682350754737854,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,5,4,block3.layer.1.conv2,layer3.2.conv2,0.9722464084625244,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,5,5,block3.layer.1.conv2,layer3.5.conv3,0.9330167770385742,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,5,6,block3.layer.1.conv2,linear,0.7220689058303833,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,6,1,fc,conv1,0.5364543199539185,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,6,2,fc,layer2.0.conv1,0.6470099091529846,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,6,3,fc,layer2.3.conv1,0.610456109046936,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,6,4,fc,layer3.2.conv2,0.60759437084198,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,6,5,fc,layer3.5.conv3,0.6189698576927185,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,6,6,fc,linear,0.9131838083267212,0,8
Rice2020Overfitting,Wong2020Fast,-1,1,1,conv1,conv1,0.9809333086013794,1,13
Rice2020Overfitting,Wong2020Fast,-1,1,2,conv1,layer1.1.conv2,0.971462070941925,1,13
Rice2020Overfitting,Wong2020Fast,-1,1,3,conv1,layer2.1.conv1,0.8362413048744202,1,13
Rice2020Overfitting,Wong2020Fast,-1,1,4,conv1,layer3.0.shortcut.0,0.9382386207580566,1,13
Rice2020Overfitting,Wong2020Fast,-1,1,5,conv1,layer4.0.conv2,0.7511795163154602,1,13
Rice2020Overfitting,Wong2020Fast,-1,1,6,conv1,linear,0.4191945493221283,1,13
Rice2020Overfitting,Wong2020Fast,-1,2,1,block1.layer.2.conv2,conv1,0.952429473400116,1,13
Rice2020Overfitting,Wong2020Fast,-1,2,2,block1.layer.2.conv2,layer1.1.conv2,0.9643442630767822,1,13
Rice2020Overfitting,Wong2020Fast,-1,2,3,block1.layer.2.conv2,layer2.1.conv1,0.9829025864601135,1,13
Rice2020Overfitting,Wong2020Fast,-1,2,4,block1.layer.2.conv2,layer3.0.shortcut.0,0.9300564527511597,1,13
Rice2020Overfitting,Wong2020Fast,-1,2,5,block1.layer.2.conv2,layer4.0.conv2,0.8485132455825806,1,13
Rice2020Overfitting,Wong2020Fast,-1,2,6,block1.layer.2.conv2,linear,0.46605074405670166,1,13
Rice2020Overfitting,Wong2020Fast,-1,3,1,block2.layer.0.convShortcut,conv1,0.9845705032348633,1,13
Rice2020Overfitting,Wong2020Fast,-1,3,2,block2.layer.0.convShortcut,layer1.1.conv2,0.9887025952339172,1,13
Rice2020Overfitting,Wong2020Fast,-1,3,3,block2.layer.0.convShortcut,layer2.1.conv1,0.9450057148933411,1,13
Rice2020Overfitting,Wong2020Fast,-1,3,4,block2.layer.0.convShortcut,layer3.0.shortcut.0,0.971693217754364,1,13
Rice2020Overfitting,Wong2020Fast,-1,3,5,block2.layer.0.convShortcut,layer4.0.conv2,0.8445696234703064,1,13
Rice2020Overfitting,Wong2020Fast,-1,3,6,block2.layer.0.convShortcut,linear,0.475342720746994,1,13
Rice2020Overfitting,Wong2020Fast,-1,4,1,block2.layer.3.conv2,conv1,0.8038919568061829,1,13
Rice2020Overfitting,Wong2020Fast,-1,4,2,block2.layer.3.conv2,layer1.1.conv2,0.8240474462509155,1,13
Rice2020Overfitting,Wong2020Fast,-1,4,3,block2.layer.3.conv2,layer2.1.conv1,0.9367850422859192,1,13
Rice2020Overfitting,Wong2020Fast,-1,4,4,block2.layer.3.conv2,layer3.0.shortcut.0,0.7897170782089233,1,13
Rice2020Overfitting,Wong2020Fast,-1,4,5,block2.layer.3.conv2,layer4.0.conv2,0.781440019607544,1,13
Rice2020Overfitting,Wong2020Fast,-1,4,6,block2.layer.3.conv2,linear,0.4168280363082886,1,13
Rice2020Overfitting,Wong2020Fast,-1,5,1,block3.layer.1.conv2,conv1,0.7911989092826843,1,13
Rice2020Overfitting,Wong2020Fast,-1,5,2,block3.layer.1.conv2,layer1.1.conv2,0.8112703561782837,1,13
Rice2020Overfitting,Wong2020Fast,-1,5,3,block3.layer.1.conv2,layer2.1.conv1,0.89005446434021,1,13
Rice2020Overfitting,Wong2020Fast,-1,5,4,block3.layer.1.conv2,layer3.0.shortcut.0,0.7746137976646423,1,13
Rice2020Overfitting,Wong2020Fast,-1,5,5,block3.layer.1.conv2,layer4.0.conv2,0.7706610560417175,1,13
Rice2020Overfitting,Wong2020Fast,-1,5,6,block3.layer.1.conv2,linear,0.3776046931743622,1,13
Rice2020Overfitting,Wong2020Fast,-1,6,1,fc,conv1,0.4434845447540283,1,13
Rice2020Overfitting,Wong2020Fast,-1,6,2,fc,layer1.1.conv2,0.43637287616729736,1,13
Rice2020Overfitting,Wong2020Fast,-1,6,3,fc,layer2.1.conv1,0.4454941153526306,1,13
Rice2020Overfitting,Wong2020Fast,-1,6,4,fc,layer3.0.shortcut.0,0.5463501811027527,1,13
Rice2020Overfitting,Wong2020Fast,-1,6,5,fc,layer4.0.conv2,0.7336288094520569,1,13
Rice2020Overfitting,Wong2020Fast,-1,6,6,fc,linear,0.9290724396705627,1,13
Rice2020Overfitting,Wong2020Fast,-1,1,1,conv1,conv1,0.9922901391983032,0,6
Rice2020Overfitting,Wong2020Fast,-1,1,2,conv1,layer1.1.conv2,0.9891422390937805,0,6
Rice2020Overfitting,Wong2020Fast,-1,1,3,conv1,layer2.1.conv1,0.9458270072937012,0,6
Rice2020Overfitting,Wong2020Fast,-1,1,4,conv1,layer3.0.shortcut.0,0.9562162756919861,0,6
Rice2020Overfitting,Wong2020Fast,-1,1,5,conv1,layer4.0.conv2,0.8365187048912048,0,6
Rice2020Overfitting,Wong2020Fast,-1,1,6,conv1,linear,0.7187551259994507,0,6
Rice2020Overfitting,Wong2020Fast,-1,2,1,block1.layer.2.conv2,conv1,0.9423139095306396,0,6
Rice2020Overfitting,Wong2020Fast,-1,2,2,block1.layer.2.conv2,layer1.1.conv2,0.9722346663475037,0,6
Rice2020Overfitting,Wong2020Fast,-1,2,3,block1.layer.2.conv2,layer2.1.conv1,0.9867918491363525,0,6
Rice2020Overfitting,Wong2020Fast,-1,2,4,block1.layer.2.conv2,layer3.0.shortcut.0,0.9526139497756958,0,6
Rice2020Overfitting,Wong2020Fast,-1,2,5,block1.layer.2.conv2,layer4.0.conv2,0.9287468194961548,0,6
Rice2020Overfitting,Wong2020Fast,-1,2,6,block1.layer.2.conv2,linear,0.7775415182113647,0,6
Rice2020Overfitting,Wong2020Fast,-1,3,1,block2.layer.0.convShortcut,conv1,0.942203164100647,0,6
Rice2020Overfitting,Wong2020Fast,-1,3,2,block2.layer.0.convShortcut,layer1.1.conv2,0.9771985411643982,0,6
Rice2020Overfitting,Wong2020Fast,-1,3,3,block2.layer.0.convShortcut,layer2.1.conv1,0.9869495630264282,0,6
Rice2020Overfitting,Wong2020Fast,-1,3,4,block2.layer.0.convShortcut,layer3.0.shortcut.0,0.9717370271682739,0,6
Rice2020Overfitting,Wong2020Fast,-1,3,5,block2.layer.0.convShortcut,layer4.0.conv2,0.940791130065918,0,6
Rice2020Overfitting,Wong2020Fast,-1,3,6,block2.layer.0.convShortcut,linear,0.7952713370323181,0,6
Rice2020Overfitting,Wong2020Fast,-1,4,1,block2.layer.3.conv2,conv1,0.8432074189186096,0,6
Rice2020Overfitting,Wong2020Fast,-1,4,2,block2.layer.3.conv2,layer1.1.conv2,0.9071685671806335,0,6
Rice2020Overfitting,Wong2020Fast,-1,4,3,block2.layer.3.conv2,layer2.1.conv1,0.9641138315200806,0,6
Rice2020Overfitting,Wong2020Fast,-1,4,4,block2.layer.3.conv2,layer3.0.shortcut.0,0.8852236270904541,0,6
Rice2020Overfitting,Wong2020Fast,-1,4,5,block2.layer.3.conv2,layer4.0.conv2,0.9229726195335388,0,6
Rice2020Overfitting,Wong2020Fast,-1,4,6,block2.layer.3.conv2,linear,0.7607122659683228,0,6
Rice2020Overfitting,Wong2020Fast,-1,5,1,block3.layer.1.conv2,conv1,0.824424684047699,0,6
Rice2020Overfitting,Wong2020Fast,-1,5,2,block3.layer.1.conv2,layer1.1.conv2,0.8956451416015625,0,6
Rice2020Overfitting,Wong2020Fast,-1,5,3,block3.layer.1.conv2,layer2.1.conv1,0.944756031036377,0,6
Rice2020Overfitting,Wong2020Fast,-1,5,4,block3.layer.1.conv2,layer3.0.shortcut.0,0.8792464733123779,0,6
Rice2020Overfitting,Wong2020Fast,-1,5,5,block3.layer.1.conv2,layer4.0.conv2,0.8831722140312195,0,6
Rice2020Overfitting,Wong2020Fast,-1,5,6,block3.layer.1.conv2,linear,0.721946120262146,0,6
Rice2020Overfitting,Wong2020Fast,-1,6,1,fc,conv1,0.6883617043495178,0,6
Rice2020Overfitting,Wong2020Fast,-1,6,2,fc,layer1.1.conv2,0.7356429100036621,0,6
Rice2020Overfitting,Wong2020Fast,-1,6,3,fc,layer2.1.conv1,0.7694361805915833,0,6
Rice2020Overfitting,Wong2020Fast,-1,6,4,fc,layer3.0.shortcut.0,0.7422459721565247,0,6
Rice2020Overfitting,Wong2020Fast,-1,6,5,fc,layer4.0.conv2,0.8559810519218445,0,6
Rice2020Overfitting,Wong2020Fast,-1,6,6,fc,linear,0.9869803190231323,0,6
